Product Name,Region,Ship Mode,Division,Current Factory,Candidate Factory,IsCurrent,OrderCount,Sales,CurrentLeadTime,PredictedLeadTime,LeadTimeChangeDays,LeadTimeReductionPct,CurrentMargin,PredictedMargin,ProfitImpact,LeadScore,ProfitScore,LeadScoreNorm,ProfitScoreNorm,CompositeScore
Wonka Bar - Fudge Mallows,Atlantic,Standard Class,Chocolate,Lot's O' Nuts,Secret Factory,False,324,4291.2,11.41,5.55,-5.86,51.4,0.6667,0.6988,137.68,51.4,137.68,0.6640826873385012,0.5985566472480653,0.6313196672932833
Wonka Bar - Nutty Crunch Surprise,Interior,Standard Class,Chocolate,Lot's O' Nuts,The Other Factory,False,266,3500.47,7.39,3.34,-4.05,54.8,0.7135,0.7478,120.34,54.8,120.34,0.7080103359173125,0.5231718980958178,0.6155911170065651
Wonka Bar - Nutty Crunch Surprise,Atlantic,Standard Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,287,3657.52,11.42,5.45,-5.97,52.3,0.7135,0.7415,102.54,52.3,102.54,0.6757105943152454,0.44578732284149203,0.5607489585783687
Wonka Bar - Fudge Mallows,Gulf,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,39,504.0,4.17,0.94,-3.23,77.4,0.6667,0.7134,23.56,77.4,23.56,1.0,0.10242587601078167,0.5512129380053908
Wonka Bar - Milk Chocolate,Pacific,Second Class,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,133,1784.25,7.92,3.39,-4.54,57.3,0.6492,0.6884,69.87,57.3,69.87,0.7403100775193797,0.3037561951134684,0.5220331363164241
Wonka Bar -Scrumdiddlyumptious,Gulf,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,47,637.2,4.1,1.18,-2.92,71.2,0.6944,0.736,26.46,71.2,26.46,0.9198966408268734,0.11503347534996956,0.5174650580884215
Wonka Bar - Triple Dazzle Caramel,Pacific,First Class,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,96,1387.5,4.73,1.83,-2.9,61.3,0.6533,0.6935,55.75,61.3,55.75,0.7919896640826872,0.24237022867576732,0.5171799463792273
Wonka Bar - Triple Dazzle Caramel,Pacific,Second Class,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,123,1725.0,7.9,3.39,-4.51,57.1,0.6533,0.6916,66.05,57.1,66.05,0.7377260981912145,0.2871489435701243,0.5124375208806694
Wonka Bar -Scrumdiddlyumptious,Gulf,Second Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,60,828.0,6.58,2.16,-4.43,67.2,0.6944,0.7358,34.27,67.2,34.27,0.8682170542635659,0.148987044604817,0.5086020494341914
Wonka Bar - Fudge Mallows,Gulf,Same Day,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,22,324.0,1.63,0.43,-1.2,73.6,0.6667,0.7137,15.22,73.6,15.22,0.9509043927648577,0.06616815929049648,0.5085362760276771
Wonka Bar -Scrumdiddlyumptious,Interior,First Class,Chocolate,Lot's O' Nuts,The Other Factory,False,56,846.0,3.21,1.03,-2.18,67.9,0.6944,0.7319,31.65,67.9,31.65,0.8772609819121447,0.1375967307190679,0.5074288563156063
Wonka Bar - Fudge Mallows,Gulf,Second Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,58,756.0,6.38,2.09,-4.28,67.2,0.6667,0.7111,33.61,67.2,33.61,0.8682170542635659,0.14611772889313973,0.5071673915783528
Wonka Bar - Nutty Crunch Surprise,Gulf,Second Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,65,830.62,6.41,2.09,-4.32,67.3,0.7135,0.7516,31.71,67.3,31.71,0.8695090439276485,0.13785757760194767,0.5036833107647981
Wonka Bar - Nutty Crunch Surprise,Gulf,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,40,464.17,3.88,1.11,-2.77,71.3,0.7135,0.7509,17.38,71.3,17.38,0.921188630490956,0.07555864707416746,0.49837363878256175
Wonka Bar - Nutty Crunch Surprise,Interior,First Class,Chocolate,Lot's O' Nuts,The Other Factory,False,55,722.43,3.18,1.03,-2.16,67.7,0.7135,0.7484,25.23,67.7,25.23,0.8746770025839793,0.1096861142509347,0.492181558417457
Wonka Bar - Milk Chocolate,Pacific,First Class,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,99,1218.75,4.83,1.95,-2.87,59.5,0.6492,0.6887,48.12,59.5,48.12,0.7687338501291989,0.20919920006955914,0.48896652509937905
Wonka Bar - Nutty Crunch Surprise,Interior,Second Class,Chocolate,Lot's O' Nuts,The Other Factory,False,106,1423.92,5.11,2.16,-2.95,57.8,0.7135,0.7493,51.07,57.8,51.07,0.7467700258397932,0.22202417181114684,0.48439709882547005
Wonka Bar - Fudge Mallows,Interior,Second Class,Chocolate,Lot's O' Nuts,The Other Factory,False,74,1051.2,5.19,2.16,-3.03,58.5,0.6667,0.7085,43.93,58.5,43.93,0.755813953488372,0.19098339274845666,0.4733986731184143
Hair Toffee,Pacific,First Class,Sugar,The Other Factory,Lot's O' Nuts,False,1,22.5,3.57,0.99,-2.58,72.4,0.7778,0.8094,0.71,72.4,0.71,0.9354005167958657,0.0030866881140770366,0.4692436024549714
Wonka Bar -Scrumdiddlyumptious,Gulf,Same Day,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,12,147.6,1.35,0.41,-0.93,69.2,0.6944,0.7391,6.59,69.2,6.59,0.8940568475452196,0.028649682636292494,0.4613532650907561
Wonka Bar -Scrumdiddlyumptious,Interior,Second Class,Chocolate,Lot's O' Nuts,The Other Factory,False,95,1206.0,4.91,2.16,-2.76,56.1,0.6944,0.7318,45.02,56.1,45.02,0.7248062015503876,0.19572211112077212,0.4602641563355798
Fizzy Lifting Drinks,Pacific,Standard Class,Sugar,Sugar Shack,Lot's O' Nuts,False,1,11.25,8.28,2.53,-5.75,69.5,0.6,0.6571,0.64,69.5,0.64,0.8979328165374676,0.0027823667507173287,0.45035759164409245
Wonka Bar - Nutty Crunch Surprise,Gulf,Same Day,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,15,237.32,1.47,0.49,-0.98,66.7,0.7135,0.7505,8.79,66.7,8.79,0.8617571059431525,0.03821406834188331,0.4499855871425179
Wonka Bar - Triple Dazzle Caramel,Pacific,Same Day,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,45,693.75,2.03,0.82,-1.21,59.6,0.6533,0.6922,26.94,59.6,26.94,0.7700258397932817,0.11712025041300757,0.4435730451031446
Lickable Wallpaper,Pacific,Standard Class,Other,Secret Factory,Lot's O' Nuts,False,19,1660.0,8.69,4.87,-3.82,43.9,0.5,0.5438,72.74,43.9,72.74,0.5671834625322997,0.3162333710112164,0.44170841677175804
Wonka Bar - Fudge Mallows,Atlantic,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,109,1375.2,4.68,2.22,-2.46,52.5,0.6667,0.6997,45.49,52.5,45.49,0.6782945736434108,0.19776541170333015,0.4380299926733705
Wonka Bar -Scrumdiddlyumptious,Atlantic,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,112,1494.0,4.69,2.22,-2.47,52.6,0.6944,0.7243,44.55,52.6,44.55,0.6795865633074936,0.19367881053821404,0.4366326869228538
Wonka Bar - Milk Chocolate,Interior,Second Class,Chocolate,Wicked Choccy's,The Other Factory,False,96,1231.75,4.22,2.16,-2.07,48.9,0.6492,0.6893,49.33,48.9,49.33,0.631782945736434,0.2144596122076341,0.42312127897203405
Wonka Bar -Scrumdiddlyumptious,Atlantic,Second Class,Chocolate,Lot's O' Nuts,Secret Factory,False,120,1566.0,7.47,3.78,-3.69,49.4,0.6944,0.7239,46.18,49.4,46.18,0.6382428940568475,0.20076515085644725,0.4195040224566474
Wonka Bar - Fudge Mallows,Atlantic,Second Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,93,1292.4,7.5,3.75,-3.75,50.0,0.6667,0.699,41.77,50.0,41.77,0.6459948320413437,0.18159290496478567,0.41379386850306465
Wonka Bar - Nutty Crunch Surprise,Atlantic,First Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,79,1204.05,4.65,2.22,-2.44,52.4,0.7135,0.7422,34.59,52.4,34.59,0.6770025839793281,0.15037822798017564,0.4136904059797519
Fizzy Lifting Drinks,Interior,First Class,Sugar,Sugar Shack,Secret Factory,False,1,7.5,2.6,0.95,-1.65,63.5,0.6,0.6496,0.37,63.5,0.37,0.8204134366925064,0.0016085557777584557,0.41101099623513243
Wonka Bar - Fudge Mallows,Interior,First Class,Chocolate,Lot's O' Nuts,The Other Factory,False,54,730.8,2.93,1.35,-1.58,53.9,0.6667,0.7055,28.39,53.9,28.39,0.6963824289405685,0.12342405008260152,0.40990323951158497
Laffy Taffy,Gulf,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,2,21.89,9.39,3.49,-5.91,62.9,0.6231,0.6691,1.01,62.9,1.01,0.8126614987080103,0.004390922528475784,0.40852621061824307
Wonka Bar - Nutty Crunch Surprise,Atlantic,Second Class,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,91,1238.95,7.67,3.75,-3.93,51.2,0.7135,0.7416,34.83,51.2,34.83,0.661498708010336,0.1514216155116946,0.4064601617610153
Wonka Bar - Milk Chocolate,Pacific,Same Day,Chocolate,Wicked Choccy's,Lot's O' Nuts,False,31,354.25,1.97,0.85,-1.12,57.0,0.6492,0.6869,13.36,57.0,13.36,0.7364341085271318,0.05808190592122424,0.397258007224178
Fizzy Lifting Drinks,Gulf,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,1,15.0,8.96,3.49,-5.47,61.1,0.6,0.6488,0.73,61.1,0.73,0.7894056847545219,0.003173637075036953,0.3962896609147794
Wonka Bar - Milk Chocolate,Interior,First Class,Chocolate,Wicked Choccy's,The Other Factory,False,72,848.25,2.69,1.35,-1.34,49.9,0.6492,0.6875,32.42,49.9,32.42,0.6447028423772609,0.1409442657160247,0.3928235540466428
Wonka Bar - Triple Dazzle Caramel,Interior,First Class,Chocolate,Wicked Choccy's,The Other Factory,False,52,753.75,2.72,1.35,-1.37,50.4,0.6533,0.6912,28.52,50.4,28.52,0.6511627906976744,0.12398921832884097,0.3875760045132577
Kazookles,Gulf,First Class,Other,The Other Factory,Wicked Choccy's,False,4,42.25,1.99,0.86,-1.13,56.6,0.0769,0.2032,5.34,56.6,5.34,0.731266149870801,0.023215372576297712,0.3772407612235493
Wonka Bar -Scrumdiddlyumptious,Atlantic,Same Day,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,34,432.0,1.95,0.91,-1.04,53.5,0.6944,0.7249,13.14,53.5,13.14,0.6912144702842377,0.05712546735066516,0.3741699688174514
Kazookles,Pacific,Second Class,Other,The Other Factory,Lot's O' Nuts,False,8,97.5,6.15,2.85,-3.3,53.6,0.0769,0.1766,9.72,53.6,9.72,0.6925064599483204,0.04225719502651944,0.36738182748741993
Lickable Wallpaper,Pacific,First Class,Other,Secret Factory,Lot's O' Nuts,False,8,620.0,3.26,1.79,-1.47,45.1,0.5,0.5507,31.42,45.1,31.42,0.582687338501292,0.13659681766802886,0.3596420780846604
SweeTARTS,Interior,Standard Class,Sugar,Sugar Shack,The Other Factory,False,3,16.5,6.65,2.99,-3.66,55.1,0.4667,0.532,1.08,55.1,1.08,0.7118863049095607,0.004695243891835493,0.3582907744006981
Wonka Bar - Triple Dazzle Caramel,Interior,Second Class,Chocolate,Wicked Choccy's,The Other Factory,False,81,1218.75,4.13,2.5,-1.62,39.3,0.6533,0.692,47.13,39.3,47.13,0.507751937984496,0.2048952265020433,0.35632358224326965
Lickable Wallpaper,Pacific,Second Class,Other,Secret Factory,Lot's O' Nuts,False,6,600.0,6.36,3.5,-2.87,45.0,0.5,0.5441,26.44,45.0,26.44,0.5813953488372092,0.11494652638900965,0.34817093761310947
Wonka Bar - Nutty Crunch Surprise,Atlantic,Same Day,Chocolate,Lot's O' Nuts,Secret Factory,False,33,380.41,1.85,0.92,-0.93,50.2,0.7135,0.7419,10.81,50.2,10.81,0.648578811369509,0.04699591339883488,0.34778736238417196
Wonka Bar - Triple Dazzle Caramel,Interior,Same Day,Chocolate,Wicked Choccy's,The Other Factory,False,28,333.75,1.02,0.52,-0.51,49.4,0.6533,0.6924,13.04,49.4,13.04,0.6382428940568475,0.056690722545865574,0.34746680830135657
Hair Toffee,Pacific,Standard Class,Sugar,The Other Factory,Lot's O' Nuts,False,1,22.5,9.66,4.5,-5.16,53.4,0.7778,0.801,0.52,53.4,0.52,0.6899224806201549,0.0022606729849578297,0.34609157680255637
Fun Dip,Gulf,Second Class,Sugar,Sugar Shack,The Other Factory,False,1,1.5,4.5,2.09,-2.41,53.5,0.4,0.4726,0.11,53.5,0.11,0.6912144702842377,0.00047821928527954087,0.3458463447847586
Wonka Gum,Pacific,Standard Class,Other,Secret Factory,Lot's O' Nuts,False,11,31.25,8.85,4.19,-4.66,52.7,0.52,0.5706,1.58,52.7,1.58,0.6808785529715762,0.006868967915833406,0.34387376044370477
Wonka Gum,Interior,First Class,Other,Secret Factory,The Other Factory,False,9,47.5,1.92,0.91,-1.0,52.4,0.52,0.5644,2.11,52.4,2.11,0.6770025839793281,0.009173115381271192,0.34308784968029965
Lickable Wallpaper,Gulf,Standard Class,Other,Secret Factory,The Other Factory,False,6,480.0,5.2,2.87,-2.33,44.8,0.5,0.5483,23.18,44.8,23.18,0.5788113695090439,0.10077384575254325,0.33979260763079355
Kazookles,Pacific,Standard Class,Other,The Other Factory,Lot's O' Nuts,False,15,172.25,9.51,5.0,-4.51,47.4,0.0769,0.1645,15.09,47.4,15.09,0.6124031007751938,0.06560299104425701,0.3390030459097254
Wonka Bar - Nutty Crunch Surprise,Interior,Same Day,Chocolate,Lot's O' Nuts,Secret Factory,False,25,265.24,1.37,0.7,-0.67,48.6,0.7135,0.7508,9.9,48.6,9.9,0.627906976744186,0.04303973567515868,0.3354733562096724
Wonka Gum,Gulf,Second Class,Other,Secret Factory,Wicked Choccy's,False,9,45.0,4.38,2.16,-2.22,50.7,0.52,0.5791,2.66,50.7,2.66,0.6550387596899224,0.011564211807668898,0.33330148574879565
Everlasting Gobstopper,Gulf,Standard Class,Sugar,Secret Factory,Wicked Choccy's,False,1,40.0,7.07,3.49,-3.58,50.7,0.8,0.8216,0.86,50.7,0.86,0.6550387596899224,0.0037388053212764104,0.32938878250559944
Kazookles,Pacific,Same Day,Other,The Other Factory,Lot's O' Nuts,False,2,22.75,1.66,0.83,-0.82,49.7,0.0769,0.1735,2.2,49.7,2.2,0.6421188630490956,0.009564385705590818,0.3258416243773432
Fun Dip,Interior,Second Class,Sugar,Sugar Shack,Secret Factory,False,1,4.5,3.74,1.88,-1.86,49.8,0.4,0.4743,0.33,49.8,0.33,0.6434108527131782,0.0014346578558386228,0.3224227552845084
Wonka Bar - Fudge Mallows,Atlantic,Same Day,Chocolate,Lot's O' Nuts,Wicked Choccy's,False,22,270.0,1.69,0.92,-0.78,45.8,0.6667,0.6996,8.9,45.8,8.9,0.5917312661498707,0.038692287627162855,0.31521177688851676
Kazookles,Pacific,First Class,Other,The Other Factory,Lot's O' Nuts,False,5,48.75,3.86,2.04,-1.82,47.2,0.0769,0.1674,4.41,47.2,4.41,0.6098191214470284,0.019172245891661593,0.314495683669345
Wonka Gum,Gulf,First Class,Other,Secret Factory,Wicked Choccy's,False,4,28.75,2.31,1.2,-1.11,48.1,0.52,0.5726,1.51,48.1,1.51,0.6214470284237725,0.006564646552473697,0.3140058374881231
Lickable Wallpaper,Pacific,Same Day,Other,Secret Factory,Lot's O' Nuts,False,1,40.0,1.56,0.83,-0.73,47.0,0.5,0.5515,2.06,47.0,2.06,0.607235142118863,0.008955742978871402,0.30809544254886717
Wonka Gum,Gulf,Standard Class,Other,Secret Factory,Wicked Choccy's,False,12,71.25,5.52,3.0,-2.51,45.5,0.52,0.5775,4.1,45.5,4.1,0.5878552971576227,0.017824536996782887,0.3028399170772028
Wonka Gum,Pacific,Second Class,Other,Secret Factory,Lot's O' Nuts,False,8,31.25,5.91,3.38,-2.53,42.8,0.52,0.5643,1.38,42.8,1.38,0.5529715762273901,0.00599947830623424,0.2794855272668122
Wonka Bar -Scrumdiddlyumptious,Interior,Same Day,Chocolate,Lot's O' Nuts,The Other Factory,False,15,205.2,1.21,0.74,-0.47,39.0,0.6944,0.7293,7.15,39.0,7.15,0.5038759689922481,0.03108425354317016,0.2674801112677091
Wonka Gum,Pacific,Same Day,Other,Secret Factory,Lot's O' Nuts,False,3,17.5,1.16,0.7,-0.47,40.2,0.52,0.5745,0.95,40.2,0.95,0.5193798449612403,0.0041300756455960345,0.2617549603034182
SweeTARTS,Pacific,Second Class,Sugar,Sugar Shack,Lot's O' Nuts,False,1,6.0,5.24,3.13,-2.11,40.3,0.4667,0.519,0.31,40.3,0.31,0.520671834625323,0.001347708894878706,0.2610097717601008
Wonka Bar - Milk Chocolate,Interior,Same Day,Chocolate,Wicked Choccy's,The Other Factory,False,25,253.5,1.19,0.75,-0.43,36.6,0.6492,0.6883,9.89,36.6,9.89,0.4728682170542636,0.042996261194678725,0.25793223912447116
Wonka Bar - Fudge Mallows,Interior,Same Day,Chocolate,Lot's O' Nuts,The Other Factory,False,24,284.4,1.14,0.75,-0.39,34.2,0.6667,0.7064,11.31,34.2,11.31,0.4418604651162791,0.0491696374228328,0.24551505126955595
SweeTARTS,Interior,Second Class,Sugar,Sugar Shack,The Other Factory,False,1,3.0,5.05,3.18,-1.87,36.9,0.4667,0.5114,0.13,36.9,0.13,0.4767441860465116,0.0005651682462394574,0.23865467714637553
Laffy Taffy,Atlantic,First Class,Sugar,Sugar Shack,Secret Factory,False,1,1.99,3.7,2.34,-1.36,36.8,0.6231,0.6386,0.03,36.8,0.03,0.47545219638242886,0.0001304234414398748,0.23779130991193437
Wonka Gum,Pacific,First Class,Other,Secret Factory,Lot's O' Nuts,False,6,16.25,3.29,2.11,-1.19,36.0,0.52,0.5603,0.66,36.0,0.66,0.46511627906976744,0.0028693157116772457,0.23399279739072235
Lickable Wallpaper,Atlantic,Same Day,Other,Secret Factory,Wicked Choccy's,False,2,140.0,1.79,1.17,-0.63,35.0,0.5,0.5052,0.72,35.0,0.72,0.45219638242894056,0.003130162594556995,0.22766327251174878
Lickable Wallpaper,Gulf,Second Class,Other,Secret Factory,The Other Factory,False,3,180.0,3.5,2.42,-1.08,30.9,0.5,0.5446,8.03,30.9,8.03,0.3992248062015503,0.03491000782540648,0.2170674070134784
Kazookles,Gulf,Standard Class,Other,The Other Factory,Wicked Choccy's,False,9,156.0,4.2,3.0,-1.2,28.5,0.0769,0.1485,11.16,28.5,11.16,0.3682170542635659,0.04851752021563342,0.20836728723959966
Laffy Taffy,Atlantic,Same Day,Sugar,Sugar Shack,Secret Factory,False,1,7.96,1.23,0.84,-0.39,31.8,0.6231,0.6521,0.23,31.8,0.23,0.4108527131782945,0.00099991305103904,0.20592631311466678
Fizzy Lifting Drinks,Atlantic,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,1,18.75,7.46,5.15,-2.31,31.0,0.6,0.6248,0.46,31.0,0.46,0.40051679586563305,0.00199982610207808,0.20125831098385558
Kazookles,Atlantic,Same Day,Other,The Other Factory,Wicked Choccy's,False,2,19.5,1.67,1.18,-0.49,29.3,0.0769,0.1037,0.52,29.3,0.52,0.37855297157622736,0.0022606729849578297,0.1904068222805926
SweeTARTS,Atlantic,Second Class,Sugar,Sugar Shack,Wicked Choccy's,False,1,7.5,5.47,3.91,-1.56,28.6,0.4667,0.4908,0.18,28.6,0.18,0.36950904392764855,0.0007825406486392487,0.1851457922881439
SweeTARTS,Atlantic,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,4,28.5,7.33,5.29,-2.04,27.8,0.4667,0.4985,0.91,27.8,0.91,0.35917312661498707,0.003956177723676202,0.18156465216933163
Lickable Wallpaper,Gulf,First Class,Other,Secret Factory,Wicked Choccy's,False,1,80.0,2.36,1.73,-0.63,26.7,0.5,0.5297,2.38,26.7,2.38,0.34496124031007747,0.010346926354230066,0.17765408333215377
Fizzy Lifting Drinks,Interior,Standard Class,Sugar,Sugar Shack,Secret Factory,False,1,11.25,4.82,3.52,-1.3,27.0,0.6,0.6292,0.33,27.0,0.33,0.34883720930232553,0.0014346578558386228,0.17513593357908208
Laffy Taffy,Atlantic,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,4,17.91,7.5,5.52,-1.98,26.4,0.6231,0.6444,0.38,26.4,0.38,0.3410852713178294,0.001652030258238414,0.1713686507880339
Lickable Wallpaper,Interior,Second Class,Other,Secret Factory,The Other Factory,False,5,560.0,2.7,2.21,-0.49,18.0,0.5,0.536,20.17,18.0,20.17,0.23255813953488372,0.08768802712807583,0.1601230833314798
Fizzy Lifting Drinks,Atlantic,First Class,Sugar,Sugar Shack,Wicked Choccy's,False,1,15.0,3.21,2.43,-0.78,24.3,0.6,0.6181,0.27,24.3,0.27,0.313953488372093,0.0011738109729588731,0.15756364967252595
Lickable Wallpaper,Interior,First Class,Other,Secret Factory,The Other Factory,False,1,180.0,1.84,1.42,-0.42,22.9,0.5,0.3303,-30.55,22.9,0.0,0.29586563307493535,0.0,0.14793281653746768
Wonka Gum,Interior,Second Class,Other,Secret Factory,The Other Factory,False,4,21.25,3.56,2.75,-0.81,22.7,0.52,0.5423,0.47,22.7,0.47,0.29328165374677,0.0020433005825580383,0.14766247716466402
Everlasting Gobstopper,Interior,Standard Class,Sugar,Secret Factory,The Other Factory,False,1,30.0,5.89,4.56,-1.33,22.6,0.8,0.8108,0.33,22.6,0.33,0.29198966408268734,0.0014346578558386228,0.14671216096926298
Everlasting Gobstopper,Pacific,First Class,Sugar,Secret Factory,Lot's O' Nuts,False,1,60.0,2.65,2.11,-0.54,20.5,0.8,0.8089,0.53,20.5,0.53,0.2648578811369509,0.002304147465437788,0.13358101430119435
Nerds,Atlantic,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,4,15.0,6.94,5.56,-1.38,19.9,0.4667,0.493,0.4,19.9,0.4,0.2571059431524547,0.0017389792191983306,0.12942246118582654
Hair Toffee,Atlantic,Standard Class,Sugar,The Other Factory,Wicked Choccy's,False,1,22.5,7.08,5.77,-1.31,18.5,0.7778,0.7838,0.13,18.5,0.13,0.23901808785529713,0.0005651682462394574,0.11979162805076829
Wonka Gum,Interior,Standard Class,Other,Secret Factory,The Other Factory,False,14,60.0,3.93,3.27,-0.66,16.8,0.52,0.5496,1.77,16.8,1.77,0.21705426356589147,0.007694983044952613,0.11237462330542204
Wonka Gum,Atlantic,Second Class,Other,Secret Factory,Wicked Choccy's,False,3,11.25,4.16,3.53,-0.64,15.3,0.52,0.5281,0.09,15.3,0.09,0.19767441860465115,0.00039127032431962436,0.09903284446448539
Wonka Gum,Atlantic,Same Day,Other,Secret Factory,Wicked Choccy's,False,1,8.75,1.35,1.16,-0.19,13.8,0.52,0.5274,0.06,13.8,0.06,0.17829457364341084,0.0002608468828797496,0.0892777102631453
Kazookles,Atlantic,Second Class,Other,The Other Factory,Wicked Choccy's,False,8,110.5,4.34,3.82,-0.52,11.9,0.0769,0.1047,3.07,11.9,3.07,0.15374677002583978,0.013346665507347186,0.08354671776659348
Fun Dip,Atlantic,Standard Class,Sugar,Sugar Shack,Wicked Choccy's,False,1,6.0,6.57,5.73,-0.84,12.7,0.4,0.4272,0.16,12.7,0.16,0.16408268733850126,0.0006955916876793322,0.08238913951309029
Kazookles,Atlantic,Standard Class,Other,The Other Factory,Wicked Choccy's,False,22,276.25,6.06,5.52,-0.55,9.0,0.0769,0.1065,8.18,9.0,8.18,0.11627906976744186,0.035562125032605856,0.07592059740002385
Wonka Bar - Triple Dazzle Caramel,Atlantic,Same Day,Chocolate,Wicked Choccy's,Secret Factory,False,27,401.25,1.02,0.91,-0.11,10.7,0.6533,0.6558,0.97,10.7,0.97,0.13824289405684753,0.004217024606555951,0.07122995933170174
Wonka Bar - Milk Chocolate,Atlantic,Same Day,Chocolate,Wicked Choccy's,Secret Factory,False,37,497.25,1.02,0.92,-0.11,10.7,0.6492,0.6497,0.26,10.7,0.26,0.13824289405684753,0.0011303364924789149,0.06968661527466323
Wonka Gum,Atlantic,First Class,Other,Secret Factory,Wicked Choccy's,False,8,47.5,2.41,2.17,-0.24,10.0,0.52,0.5243,0.21,10.0,0.21,0.12919896640826872,0.0009129640900791235,0.06505596524917392
Wonka Bar - Milk Chocolate,Atlantic,Standard Class,Chocolate,Wicked Choccy's,Secret Factory,False,413,5037.5,5.83,5.59,-0.24,4.2,0.6492,0.6526,17.05,4.2,17.05,0.05426356589147287,0.07412398921832884,0.06419377755490085
Kazookles,Atlantic,First Class,Other,The Other Factory,Wicked Choccy's,False,5,78.0,2.37,2.17,-0.2,8.5,0.0769,0.1034,2.06,8.5,2.06,0.10981912144702842,0.008955742978871402,0.05938743221294991
